tract,Name,Household_Income_rP_gP_p25
55055100602,"Fort Atkinson, WI",37877
6071002018,"Rancho Cucamonga, CA",37877
26025001800,"Battle Creek, MI",37877
24033807000,"College Park, MD",37877
41051005600,"Downtown, Portland, OR",37876
34021003100,"Lawrenceville, Lawrence Township, NJ",37876
25021456401,"Stoughton, MA",37876
48201411300,"Southwest Houston, Houston, TX",37875
6073019302,"Peacock, Oceanside, CA",37875
29015460700,"Warsaw, MO",37874
4013422205,"Dobson Ranch, Mesa, AZ",37874
34017016900,"Union City, NJ",37874
4013522800,"Mesa, AZ",37874
6037407900,"La Puente, CA",37874
6071000401,"Chino, CA",37873
9005362101,"Woodbury, CT",37873
48121021516,"The Colony, TX",37872
23029956300,"Jonesport, ME",37872
42091204200,"Conshohocken, PA",37872
48135002300,"Odessa, TX",37871
48085030530,"McKinney, TX",37870
31119960700,"Norfolk, NE",37870
27037060709,"Burnsville, MN",37870
21111011515,"Louisville, KY",37869
42021011400,"Johnstown, PA",37868
49049003106,"Springville, UT",37868
48027023402,"Rogers, TX",37868
26157000400,"Cass City, MI",37867
12009063107,"Coral Springs, Melbourne, FL",37867
39085201300,"Ridge Acres Estates, Willoughby, OH",37866
42069112600,"Old Forge, PA",37866
12099005934,"Villages of Oriole, Delray Beach, FL",37866
32003003208,"Las Vegas, NV",37866
41005022606,"Tower Vista, Oregon City, OR",37866
34015501800,"Newfield, NJ",37865
23001046500,"Sabattus, ME",37865
33013040500,"Newbury, NH",37865
6001436402,"Hayward Highland, Hayward, CA",37864
5145070900,"Searcy, AR",37863
8013060700,"Louisville, CO",37863
48215023902,"Edinburg, TX",37862
55059002800,"Salem, WI",37862
36101962600,"Corning, NY",37862
6037194102,"Central LA, Los Angeles, CA",37862
34035051600,"Manville, NJ",37862
72081957900,"Lares, PR",37861
36029017502,"Collins, NY",37861
27053026816,"Minneapolis, MN",37861
17111870200,"Harvard, IL",37860
36029008800,"Buffalo, NY",37859
36111953900,"Marlboro, NY",37859
20051072900,"Hays, KS",37859
48201432001,"Westside, Houston, TX",37859
8035014116,"Lone Tree, CO",37859
50023955400,"Barre, VT",37858
33011002800,"Pinardville, Manchester, NH",37857
53061051905,"Alderwood, Lynnwood, WA",37857
17031040900,"Lincoln Square, Chicago, IL",37857
12101032200,"San Antonio, FL",37856
16027020902,"Nampa, ID",37856
42101036100,"Northeast Philadelphia, Philadelphia, PA",37855
6001400100,"Claremont Hills, Berkeley, CA",37855
36055012304,"Pittsford, NY",37854
6001432300,"Farrelly Pond District, San Leandro, CA",37853
42071013202,"Lancaster, PA",37853
6099003909,"Turlock, CA",37853
15003001600,"Diamond Head - Kapahulu - St. Louis, Honolulu, HI",37853
21111011603,"Louisville, KY",37853
31157953600,"Scottsbluff, NE",37853
27137002900,"Bayview, Duluth, MN",37852
6047002600,"Merced, CA",37852
33015003901,"Londonderry, Londonderry, NH",37852
21111010403,"Louisville, KY",37851
6085509404,"Mountain View, CA",37851
48439113611,"Hurst, TX",37851
42077005800,"Coplay, PA",37849
48245007100,"Port Arthur, TX",37849
42041013000,"Newville, PA",37848
21067003407,"Lexington, KY",37848
17185957400,"Mount Carmel, IL",37848
48221160206,"Granbury, TX",37847
25009215102,"South Hamilton, Hamilton, MA",37847
42055010800,"Chambersburg, PA",37847
48121021408,"Corinth, TX",37847
42003478200,"Brentwood, PA",37847
36067016001,"Syracuse, NY",37847
36081020500,"Queens County, NY",37846
6019005406,"Fresno, CA",37846
49009960100,"Daggett County, UT",37846
39101010400,"Marion, OH",37845
42013010600,"Altoona, PA",37845
6019007201,"Kingsburg, CA",37845
48085031408,"Lucas, TX",37844
72153750202,"Yauco, PR",37844
12117021614,"Altamonte Springs, FL",37844
42069101000,"Scranton, PA",37843
1103005106,"Decatur, AL",37842
39093097400,"Avon Lake, OH",37842
55109120100,"Hudson, WI",37842
53057952302,"Mount Vernon, WA",37842
48201551900,"Trails At Steeplechase Apts 3, Houston, TX",37841
1117030320,"Alabaster, AL",37840
20045000604,"Deerfield, Lawrence, KS",37840
48057000400,"Port Lavaca, TX",37840
39041012400,"Polaris, Columbus, OH",37840
13121009300,"Buckhead, Atlanta, GA",37839
20097969100,"Greensburg, KS",37839
36067012000,"Jordan, NY",37839
24009860401,"Chesapeake Beach, MD",37838
13135050538,"Chadwick Lake, Lawrenceville, GA",37837
6073003208,"Bay Terraces, San Diego, CA",37837
39005970500,"Ashland, OH",37836
55071005200,"Two Rivers, WI",37836
17031640300,"Clearing, Chicago, IL",37835
48029121904,"Far North Central, San Antonio, TX",37835
12117022106,"Casselberry, FL",37835
39035185201,"South Euclid, OH",37834
48439113803,"Watauga, TX",37834
36119007900,"Port Chester, NY",37833
53045960100,"Matlock, WA",37833
12103027207,"Allen's Ridge, Palm Harbor, FL",37833
32003002916,"Canyon Gate, Las Vegas, NV",37832
36083052103,"Berlin, NY",37832
36111952300,"Kingston, NY",37832
48121021637,"Far North Dallas, Dallas, TX",37832
49035112812,"Sandy, UT",37832
17163504352,"O'Fallon, IL",37832
36063024202,"Burt, NY",37831
40017300700,"El Reno, OK",37830
6071002016,"Rancho Cucamonga, CA",37830
6037405702,"Covina, CA",37830
25017342101,"Everett, MA",37830
39153531602,"New Franklin, OH",37830
53061041704,"Everett, WA",37830
6037124600,"Sherman Oaks, Los Angeles, CA",37829
12086011900,"Hialeah, FL",37828
55027961800,"Reeseville, WI",37827
5145070800,"Searcy, AR",37827
15003005800,"Kalihi - Palama, Honolulu, HI",37827
18157001400,"Lafayette, IN",37827
8001008550,"Thornton, CO",37826
6067000300,"Central Sacramento, Sacramento, CA",37826
21087930300,"Greensburg, KY",37826
26163551400,"Harper Woods, MI",37825
22055002104,"Carencro, LA",37825
53033004200,"Northeast Seattle, Seattle, WA",37824
51059481202,"Reston, VA",37824
48453001786,"Arrowwood, Austin, TX",37824
12086005502,"Little Havana, Miami, FL",37824
9009171200,"Meriden, CT",37824
20091051802,"Round Hill, Overland Park, KS",37823
36047000900,"Kings County, NY",37823
29029950200,"Osage Beach, MO",37822
51153901403,"Manassas, VA",37822
27083360400,"Marshall, MN",37822
55025000402,"Midvale Heights, Madison, WI",37822
12127090306,"DeLand, FL",37821
18003010304,"Fort Wayne, IN",37821
4019004635,"Golf Villas Condominium, Tucson, AZ",37821
42003191100,"Duquesne Heights, Pittsburgh, PA",37821
47157009400,"Colonial Acres, Memphis, TN",37821
32005002200,"Minden, NV",37820
36023970400,"Cortland, NY",37820
17031806502,"Des Plaines, IL",37820
42051260100,"Belle Vernon, PA",37820
17053962000,"Gibson City, IL",37820
15003000108,"Hawaii Kai, Honolulu, HI",37820
9007541200,"Middletown, CT",37820
24025301106,"Bel Air, MD",37819
22051024100,"Harahan, LA",37819
44007012103,"North Providence, RI",37818
9003494500,"Newington, CT",37818
19113000206,"Robins, IA",37818
15003010504,"Kaneohe, HI",37817
42091205501,"Ardmore, PA",37817
42033330900,"Philipsburg, PA",37817
53025011401,"Othello, WA",37817
42095017603,"Bethlehem, PA",37816
18085961500,"Leesburg, IN",37816
12086008419,"Miami, FL",37816
22025000300,"Jonesville, LA",37815
17031822200,"Oak Lawn, IL",37815
55035000100,"Augusta, WI",37815
42055010700,"Chambersburg, PA",37815
34021002903,"Hamilton Township, NJ",37815
25017327102,"East Pepperell, Pepperell, MA",37814
6089012102,"Cascade, Anderson, CA",37813
48339692001,"Spring, TX",37813
26111291000,"Midland, MI",37813
51059416300,"Lorton, VA",37812
36081043702,"Queens County, NY",37812
4013104223,"Sweetwater Estates, Glendale, AZ",37811
12081001913,"Parrish, FL",37811
51171040100,"Strasburg, VA",37811
17031170400,"Dunning, Chicago, IL",37809
36117020201,"Walworth, NY",37809
6097153706,"Forestville, CA",37808
13151070305,"Stockbridge, GA",37808
54069001400,"Wheeling, WV",37808
12095010300,"Southeast Orlando, Orlando, FL",37808
32003005712,"Henderson, NV",37808
36071013700,"Highland Falls, NY",37807
48453001843,"North Austin, Austin, TX",37807
8059009838,"Meadows At Westwoods, Arvada, CO",37807
26077002004,"West Portage, Portage, MI",37807
48113014136,"Las Colinas, Irving, TX",37806
53011041003,"NorthWest, Vancouver, WA",37806
42049002800,"Erie, PA",37805
24037876100,"Leonardtown, MD",37803
42055010200,"Orrstown, PA",37803
48087950300,"Wellington, TX",37803
42025020102,"Nesquehoning, PA",37803
41067031606,"Cooper Mountain - Aloha North, Aloha, OR",37803
54051020601,"McMechen, WV",37802
48135001600,"Odessa, TX",37802
8059011951,"Thraemoor, Lakewood, CO",37802
6073015502,"El Cajon, CA",37802
18155965800,"Bennington, IN",37802
12011020313,"Country Club, Coral Springs, FL",37801
38017000202,"Northport, Fargo, ND",37801
6065041702,"Corona, CA",37800
50019951800,"Barton, VT",37800
1081040400,"Auburn, AL",37799
48027021302,"Temple, TX",37799
39041011550,"Lewis Center, OH",37799
24031700310,"Churchill Village South, Germantown, MD",37798
29137960100,"Monroe City, MO",37798
55135100300,"Iola, WI",37798
42011011101,"Wyomissing, PA",37798
6029003811,"Greenacres, Bakersfield, CA",37797
17111870605,"McHenry, IL",37797
17111870807,"Crystal Lake, IL",37795
46013951500,"Aberdeen, SD",37795
24005401503,"Catonsville, MD",37794
39161020100,"Middle Point, OH",37794
6037135111,"Woodland Hills, Los Angeles, CA",37794
36111952600,"Ulster Park, NY",37793
53033029504,"Kent, WA",37793
50025967800,"Newfane, VT",37793
48029121810,"Uptown, San Antonio, TX",37793
48497150402,"Paradise, TX",37792
39085203700,"Regency Woods, Kirtland, OH",37792
25025180301,"Winthrop, MA",37792
4025001102,"Prescott, AZ",37791
36029010600,"Cheektowaga, NY",37791
42077006902,"Coopersburg, PA",37790
39169002100,"Wooster, OH",37790
4013617700,"Hidden Manor HOA, Glendale, AZ",37790
6041130202,"Sausalito, CA",37789
17111871004,"Marengo, IL",37789
12095016507,"Regency Park, Orlando, FL",37789
27137012100,"Hibbing, MN",37789
51760050200,"Near West End, Richmond, VA",37789
40131050202,"Claremore, OK",37788
12087971501,"Cudjoe Key, FL",37788
16019971301,"Idaho Falls, ID",37788
6037403802,"Charter Oak, Covina, CA",37788
15003007807,"Aiea, HI",37787
33015059000,"Epping, NH",37787
53005011002,"Kennewick, WA",37786
20045000797,"Lawrence, KS",37786
55043960900,"Platteville, WI",37786
36027020003,"Hopewell Junction, NY",37785
34013000500,"Upper Roseville, Newark, NJ",37785
17031811200,"River Grove, IL",37784
34035050100,"Somerville, NJ",37784
6037621201,"South Redondo, Redondo Beach, CA",37783
26093712101,"Howell, MI",37783
23017965600,"Rumford, Rumford, ME",37783
29183311004,"Saint Charles, MO",37782
42109980705,"Selinsgrove, PA",37782
6073010104,"Egger Highlands, San Diego, CA",37781
6073008512,"Clairemont, San Diego, CA",37781
17031620200,"South Side, Chicago, IL",37781
12015010402,"Punta Gorda, FL",37780
25003920101,"Williamstown, Williamstown, MA",37780
6037433401,"South El Monte, CA",37780
34021004310,"Foxmoor, Robbinsville, NJ",37780
20099950300,"Parsons, KS",37780
4013061028,"Orchards, Surprise, AZ",37779
42011011601,"Reading, PA",37779
48039663700,"Richwood, TX",37779
21145030800,"Paducah, KY",37779
8075966100,"Sterling, CO",37779
12086000601,"Hialeah, FL",37779
39123050302,"Lakeside, Lakeside Marblehead, OH",37778
26145012100,"Hemlock, MI",37777
28031950400,"Seminary, MS",37777
25017383501,"Framingham, MA",37777
6037461400,"Pasadena, CA",37777
22089062302,"Destrehan, LA",37776
55119960400,"Medford, WI",37776
42003423000,"Aspinwall, PA",37776
39169002500,"Sterling, OH",37775
6099003605,"Turlock, CA",37775
39035174205,"North Olmsted, OH",37775
25025160400,"Chelsea, MA",37775
33017081100,"Dover, NH",37775
51177020111,"Fredericksburg, VA",37775
9007595101,"East Haddam, CT",37775
6037190301,"Central LA, Los Angeles, CA",37774
12115002504,"Venice, FL",37774
17097860810,"Antioch, IL",37774
36103145808,"Ronkonkoma, NY",37774
31079000400,"Grand Island, NE",37774
6037214501,"Central LA, Los Angeles, CA",37774
42003472300,"Pittsburgh, PA",37773
55131420105,"West Bend, WI",37773
42005950900,"Kittanning, PA",37773
36113075000,"Chestertown, NY",37773
47037016800,"Hillsboro West End, Nashville, TN",37772
37119003008,"Carmel, Charlotte, NC",37770
51085321300,"Mechanicsville, VA",37769
17031822301,"Oak Lawn, IL",37769
6059089001,"Riverview West, Santa Ana, CA",37768
9001230400,"Newtown, CT",37768
6073015000,"La Mesa, CA",37768
8123002008,"Erie, CO",37768
9003484200,"Broad Brook, East Windsor, CT",37768
40107081000,"Weleetka, OK",37767
34023006101,"North Brunswick Township, NJ",37766
31153010501,"Omaha, NE",37766
44009051504,"Narragansett, RI",37766
6005000101,"Pioneer, CA",37766
25023542101,"Middleborough, MA",37765
8059011202,"Creighton, Lakewood, CO",37765
12011050204,"North Fort Lauderdale, Fort Lauderdale, FL",37765
6111001301,"Ventura, CA",37765
48215023801,"Edinburg, TX",37764
36021000401,"Kinderhook, NY",37763
12057011303,"Tampa, FL",37763
8005086000,"Saddle Rock Ridge, Aurora, CO",37762
48149970300,"La Grange, TX",37762
18141010400,"Mishawaka, IN",37762
51195931400,"Wise, VA",37762
17183001200,"Danville, IL",37761
33015061001,"Exeter, NH",37761
48141004313,"Vista Hills Park, El Paso, TX",37760
41029001500,"Jacksonville, OR",37760
42029308101,"Oxford, PA",37760
55031020800,"South End, Superior, WI",37760
36007012000,"Lisle, NY",37759
17031819400,"Brookfield, IL",37759
55021971000,"Rio, WI",37759
42101036202,"Millbrook, Philadelphia, PA",37758
27137003700,"Morgan Park, Duluth, MN",37758
23021960500,"Parkman, ME",37757
6037189500,"Central LA, Los Angeles, CA",37756
39009973000,"Athens, OH",37756
22049970200,"Quitman, LA",37755
42111020400,"Central City, PA",37755
12099005921,"Boynton Beach, FL",37755
36067010301,"Cicero, NY",37754
25011040900,"South Deerfield, Deerfield, MA",37754
55119960200,"Medford, WI",37753
34007608202,"Clementon, NJ",37753
4013061014,"Corte Sierra, Avondale, AZ",37752
42045408400,"Haverford, PA",37751
29139970100,"Wellsville, MO",37751
8055960900,"Walsenburg, CO",37751
17203030400,"Metamora, IL",37750
8041006802,"Briargate, Colorado Springs, CO",37750
32003005337,"Green Valley Ranch, Henderson, NV",37750
46083010103,"Sioux Falls, SD",37750
34005703700,"Shamong, NJ",37748
9001043800,"Norwalk, CT",37747
42001030500,"Biglerville, PA",37746
6085512023,"Edenvale, San Jose, CA",37746
6059062625,"Laguna Hills, CA",37745
48141010219,"Valley Creek North, El Paso, TX",37745
8077001707,"Pear Park, Grand Junction, CO",37745
6045011200,"Philo, CA",37745
17165955600,"Eldorado, IL",37745
36061003001,"Lower Manhattan, New York, NY",37745
13121011504,"Alpharetta, GA",37744
29095017700,"Independence, MO",37744
8005086800,"Denver, CO",37744
34029717502,"Jackson, NJ",37744
6065043267,"Temecula, CA",37743
12057011418,"Carrollwood Village Phase II, Tampa, FL",37742
36071011701,"Port Jervis, NY",37742
36061013300,"Hell's Kitchen, New York, NY",37742
40071001200,"Newkirk, OK",37740
42007604800,"Aliquippa, PA",37740
34031124200,"Clifton, NJ",37740
29177080100,"Richmond, MO",37740
36061030700,"Inwood, New York, NY",37739
48439111532,"Southwest Arlington, Arlington, TX",37739
42009961000,"Everett, PA",37739
9003510900,"East Hartford, CT",37739
27139080500,"Shakopee, MN",37739
16013960100,"Bellevue, ID",37738
28067950401,"Laurel, MS",37737
17111870402,"Woodstock, IL",37737
25027757500,"Southbridge, MA",37737
34039035500,"Rahway, NJ",37736
15003010305,"Kaneohe, HI",37736
37055970200,"Kill Devil Hills, NC",37736
8113968102,"Mountain Village, CO",37735
31055007310,"Northwest Omaha, Omaha, NE",37735
39165031902,"Mason, OH",37735
29183310100,"Saint Charles, MO",37735
48331950300,"Rockdale, TX",37735
17019001302,"Savoy, IL",37734
41005020302,"Lake Forest, Lake Oswego, OR",37734
24033803606,"Lanham, MD",37734
48167720600,"Dickinson, TX",37734
40083600600,"Guthrie, OK",37733
27021960600,"Backus, MN",37733
6085504802,"Lakewood, Sunnyvale, CA",37732
42011010600,"Sinking Spring, PA",37732
6079012702,"Santa Margarita, CA",37729
18017951600,"Logansport, IN",37729
39051040800,"Archbold, OH",37729
18087970100,"Lagrange County, IN",37729
6059110201,"Buena Park, CA",37729
29165030102,"Parkdale - Walden, Kansas City, MO",37729
35055952100,"El Prado, NM",37729
48477170500,"Brenham, TX",37729
46101959700,"Flandreau, SD",37728
48183000300,"Longview, TX",37728
50019951100,"West Charleston, Morgan, VT",37728
42111020300,"Windber, PA",37727
20115489700,"Marion, KS",37727
34001010403,"Pomona, Absecon, NJ",37727
20125950300,"Independence, KS",37727
6089012400,"Grant, Redding, CA",37727
26041970700,"Bark River, MI",37726
6065040902,"La Sierra, Riverside, CA",37725
34037372100,"Newton, NJ",37725
4013615900,"Arrowhead Phase III, Glendale, AZ",37724
27003050208,"Andover, MN",37724
51179010406,"Fredericksburg, VA",37723
49035110300,"Canyon Rim, Salt Lake City, UT",37723
4017964201,"Heber, Heber-Overgaard, AZ",37723
49035111201,"Cottonwood Heights, UT",37723
41065970800,"Maupin, OR",37722
39103416000,"Brunswick, OH",37722
48215023904,"Edinburg, TX",37722
5119004215,"Pleasant Valley, Little Rock, AR",37720
42017105900,"Levittown, PA",37720
36067011232,"Liverpool, NY",37720
48401950100,"Tatum, TX",37719
48441012400,"Red Bud Area, Abilene, TX",37719
25017388100,"Boxborough, MA",37718
24037875202,"Mechanicsville, MD",37718
6037271100,"West Los Angeles, Los Angeles, CA",37718
24029950100,"Galena, MD",37717
12035060211,"Palm Coast, FL",37717
8013012501,"Keewayden, Boulder, CO",37717
4019004429,"Continental Reserve, Tucson, AZ",37716
36069051900,"Geneva, NY",37716
13089021411,"Ashford Park, Atlanta, GA",37715
39019720100,"Mechanicstown, OH",37715
6073016615,"Santee, CA",37715
55077960300,"Montello, WI",37714
9003524100,"Marlborough, CT",37714
12117020803,"Lake Mary, FL",37714
27163071001,"Woodbury, MN",37714
22063040402,"Walker, LA",37713
33011200300,"Pelham, NH",37713
33015054000,"Fremont, NH",37713
53035091203,"Silverdale, WA",37713
1081040200,"Auburn, AL",37713
25021420201,"Randolph, MA",37713
24031700500,"Poolesville, MD",37712
36029010001,"Buffalo, NY",37712
12011050602,"South Corals, Oakland Park, FL",37712
26163550800,"Grosse Pointe Farms, MI",37711
42021013300,"Salix, PA",37711
36029013701,"Orchard Park, NY",37711
44007013202,"Scituate, RI",37711
6081600300,"Southern Hills, Daly City, CA",37711
6059089102,"Garden Grove, CA",37710
15003008906,"Mililani, HI",37709
36005013800,"Bronx County, NY",37709
6085506501,"Cadillac East, San Jose, CA",37709
42091202602,"Wyncote, PA",37709
55125950200,"Conover, WI",37709
1039962900,"Andalusia, AL",37709
26093713500,"Hartland, MI",37709
46065978000,"Pierre, SD",37708
6037577603,"Marina, Long Beach, CA",37707
17031650301,"South Side, Chicago, IL",37707
48005001300,"Huntington, TX",37706
36067012800,"Syracuse, NY",37706
53035090202,"Poulsbo, WA",37705
34005701502,"Trenton, NJ",37705
6037101110,"Tujunga, Los Angeles, CA",37705
16083001000,"Twin Falls, ID",37705
53007960100,"Entiat, WA",37705
6097150612,"Petaluma, CA",37704
39155932300,"Girard, OH",37704
32003005806,"The Section Seven, Las Vegas, NV",37704
12087970600,"Key Largo, FL",37703
42035030100,"Renovo, PA",37703
34003023401,"Hackensack, NJ",37703
12011020311,"Coral Springs, FL",37703
42003521200,"Monroeville, PA",37702
6037109604,"Mission Hills, Los Angeles, CA",37702
4013422501,"Mesa, AZ",37701
23011010500,"Mayfair, Augusta, ME",37701
48291701300,"Hull, TX",37701
8123002103,"Mead, CO",37701
6073008701,"Linda Vista, San Diego, CA",37701
6073009202,"Serra Mesa, San Diego, CA",37700
48439121610,"West Arlington, Arlington, TX",37699
42075002900,"Myerstown, PA",37698
48029121804,"Uptown, San Antonio, TX",37698
32003003251,"Summerlin, Las Vegas, NV",37698
22033002300,"Mid City South, Baton Rouge, LA",37698
19049050100,"Woodward, IA",37698
6089011801,"Redding, CA",37697
53033025804,"Renton, WA",37696
48201252301,"Sterling Green South, Channelview, TX",37696
17163503906,"Freeburg, IL",37695
39049007922,"Hilliard, OH",37695
6029003204,"Terra Vista, Bakersfield, CA",37695
17031820902,"Burbank, IL",37695
29045950200,"Wayland, MO",37695
12103027318,"Curlew, Palm Harbor, FL",37695
48439106510,"River Trails, Fort Worth, TX",37695
27137012600,"Chisholm, MN",37695
35025000600,"Hobbs, NM",37695
12011011000,"Hillsboro Beach, FL",37695
18157010203,"West Lafayette, IN",37694
22039950700,"Ville Platte, LA",37694
45083021303,"Hillbrook, Spartanburg, SC",37693
34017017300,"Union City, NJ",37693
42101004001,"Lower Moyamensing, Philadelphia, PA",37693
17197883809,"Crete, IL",37693
40035373100,"Welch, OK",37692
17027900402,"Carlyle, IL",37691
6013372000,"North & East, Richmond, CA",37691
17111870604,"McHenry, IL",37691
6077005004,"Ripon, CA",37690
12011010402,"Deerfield Beach, FL",37690
15007040400,"Lihue, HI",37690
6037275400,"Los Angeles, CA",37690
17031804404,"Elgin, IL",37689
48203020502,"Marshall, TX",37688
47157021430,"Germantown, TN",37687
18089042300,"Merrillville, IN",37687
16079960200,"Pinehurst, ID",37686
17137952200,"Murrayville, IL",37686
41001950600,"Halfway, OR",37686
6073016806,"El Cajon, CA",37685
20099950800,"Chetopa, KS",37685
42097081300,"Edgewood, PA",37684
15003011105,"Kailua, HI",37684
12099001914,"Villages of Palm Beach Lakes, West Palm Beach, FL",37684
36085014100,"Richmond County, NY",37683
25023510700,"Brockton, MA",37683
42107001500,"Minersville, PA",37683
27083360700,"Tracy, MN",37683
51071930100,"Pembroke, VA",37683
42101001001,"Center City, Philadelphia, PA",37682
6099000907,"Modesto, CA",37682
51059451601,"Bailey's Crossroads, VA",37682
8031012010,"Grant Ranch, Denver, CO",37681
17161020100,"Port Byron, IL",37681
5007020704,"Bentonville, AR",37681
12086003914,"North Beach, Miami Beach, FL",37679
21067004103,"Lexington, KY",37679
42133010400,"York, PA",37679
6071002036,"Rancho Cucamonga, CA",37679
26163559200,"Livonia, MI",37678
42027011901,"Port Matilda, PA",37678
20167973800,"Russell, KS",37678
24031700715,"Montgomery Village, MD",37676
37081012607,"Beechcroft, Greensboro, NC",37676
6059087101,"Southwest Anaheim, Anaheim, CA",37676
25005630400,"North Attleborough Center, North Attleborough, MA",37676
29071800402,"Leslie, MO",37676
6085502603,"Pruneyard / Dry Creek, Campbell, CA",37675
12099007839,"West Palm Beach, FL",37675
6071010021,"Hesperia, CA",37675
32031002106,"Mira Loma, Reno, NV",37675
34017014102,"North Bergen, NJ",37674
48321730301,"Bay City, TX",37674
42049012001,"Union City, PA",37674
17031650500,"South Side, Chicago, IL",37673
6079010300,"Paso Robles, CA",37673
15003011500,"Kapolei, HI",37672
6071007901,"Highland, CA",37671
48381020300,"Amarillo, TX",37671
6001422900,"Downtown Berkeley, Berkeley, CA",37670
8035014204,"Littleton, CO",37670
48325000102,"Castroville, TX",37669
40109107211,"South Oklahoma City, Oklahoma City, OK",37669
22005030205,"Gonzales, LA",37668
36115080200,"Hudson Falls, NY",37668
17031804805,"Schaumburg, IL",37668
17187870300,"Monmouth, IL",37668
6067008801,"Sacramento County, CA",37667
34017016000,"West New York, NJ",37667
20087020101,"Meriden, KS",37666
26093743900,"Pinckney, MI",37665
16055000200,"Athol, ID",37665
15007040205,"Kapaa, HI",37664
6019005801,"Clovis, CA",37664
6051000102,"Bridgeport, CA",37664
54001965800,"Belington, WV",37663
51153900201,"Woodbridge, VA",37663
11001010800,"Northwest Washington, Washington, DC",37662
55063010201,"Holmen, WI",37662
8077001200,"Palisade, CO",37661
48347950200,"Cushing, TX",37661
6059063803,"Mesa Verde, Costa Mesa, CA",37661
6059032011,"Silverado, CA",37660
40063485000,"Calvin, OK",37660
36053940403,"Chittenango, NY",37659
17031806201,"Des Plaines, IL",37659
36081083800,"Queens County, NY",37659
12001001811,"Gainesville, FL",37659
46103011300,"Rapid City, SD",37658
39095008202,"Sylvania, OH",37658
37183053525,"Trappers Run, Cary, NC",37658
9005267100,"Washington Depot, Washington, CT",37657
20173007203,"Wichita, KS",37657
24045010605,"Salisbury, MD",37657
8069002007,"Kings Corner, Loveland, CO",37657
48201322100,"Pasadena Highlands, Pasadena, TX",37657
25001012601,"Hyannis, Barnstable, MA",37656
55141011300,"Wisconsin Rapids, WI",37656
41067032001,"Sherwood - Tualatin North, Tualatin, OR",37656
55133204302,"Whitman Park, Oconomowoc, WI",37656
34015501103,"Woodbury, NJ",37656
55027961100,"Juneau, WI",37656
42079211303,"Harveys Lake, PA",37655
48113019100,"Richardson, TX",37655
9009361401,"Downtown, New Haven, CT",37655
26099268000,"Center Line, MI",37654
36103158509,"Selden, NY",37654
42091203403,"Eagleville, PA",37654
40027202403,"Norman, OK",37654
18127050203,"Chesterton, IN",37654
6019001412,"Roosevelt, Fresno, CA",37654
36103158510,"Farmingville, NY",37653
40109108526,"Northridge, Oklahoma City, OK",37652
36045062500,"Adams, NY",37652
40109108708,"Harrah, OK",37652
25017383700,"Framingham, MA",37651
45019000500,"Harleston Village, Charleston, SC",37651
34009021900,"Cape May, NJ",37651
17197880204,"Romeoville, IL",37650
25027708100,"Westminster, MA",37650
19127950800,"Marshalltown, IA",37650
25017314102,"Dracut, MA",37650
6037302506,"Adams Hill, Glendale, CA",37650
42017105505,"Yardley, PA",37649
34025803000,"Matawan, NJ",37649
39155932500,"McDonald, OH",37649
39133600301,"Aurora, OH",37649
42091200200,"Huntingdon Valley, Bryn Athyn, PA",37648
39153531401,"Uniontown, OH",37648
8069001104,"Brown Farm, Fort Collins, CO",37647
34013000600,"Upper Roseville, Newark, NJ",37647
6061022600,"Highland Reserve, Roseville, CA",37647
22079012301,"Alexandria, LA",37647
6059032022,"Mission Viejo, CA",37647
26049011711,"Davison, MI",37647
39003011400,"Harrod, OH",37646
40109108316,"Northwest Oklahoma City, Edmond, OK",37646
9007585100,"Durham, Durham, CT",37646
12001002207,"Gainesville, FL",37645
5125010302,"Benton, AR",37645
35001004720,"Paradise Hills Civic, Albuquerque, NM",37645
6037141201,"Sherman Oaks, Los Angeles, CA",37644
8093000400,"Fairplay, CO",37644
42069111700,"Scranton, PA",37644
34037374800,"Stanhope, NJ",37643
34001012401,"Northfield, NJ",37643
6013325000,"Pleasant Hill, CA",37643
12011020325,"Coral Springs, FL",37643
36101962500,"Corning, NY",37643
38017000501,"Downtown, Fargo, ND",37642
6067007602,"Carmichael, CA",37642
53053072305,"Fircrest, WA",37642
26065005900,"Williamston, MI",37641
27053020903,"Forest, Crystal, MN",37641
9011705300,"Mystic, Stonington, CT",37641
34003023302,"Hackensack, NJ",37641
12009063102,"Somerville, Rockledge, FL",37641
50025967200,"Townshend, VT",37640
17043845505,"Darien, IL",37640
27137000500,"Hunters Park, Duluth, MN",37639
39013011000,"Alledonia, OH",37639
6067008130,"Larchmont Foothills, Sacramento, CA",37639
37129011703,"Landfall, Wilmington, NC",37639
48201411700,"Greenway/Upper Kirby, Houston, TX",37639
6067008127,"Summerplace, Citrus Heights, CA",37638
29099700116,"Arnold, MO",37638
29053950100,"Boonville, MO",37637
6073003109,"Bay Terraces, San Diego, CA",37637
6037195201,"Central LA, Los Angeles, CA",37637
6013389200,"El Cerrito, CA",37637
22033003804,"Baton Rouge, LA",37636
36123150100,"Himrod, NY",37636
42011012101,"Reading, PA",37636
42071010102,"Denver, PA",37635
17167002900,"Westchester, Springfield, IL",37635
17031806104,"Des Plaines, IL",37635
48227950801,"Big Spring, TX",37635
35049000400,"Santa Fe, NM",37635
48215022001,"San Juan, TX",37635
51179010106,"Stafford, VA",37634
6011000500,"Colusa, CA",37634
